fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.000232683240372,-0.001455757802679,4313,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0158933415539848,0.0045041762141945,0.0256363670782907,0.0045814534852764,0.0048823009054488,0.0074206120174127,0.0161544880526609
1,-0.0036296800899322,-0.0092421447574311,4313,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0148332482519849,0.0062189955090429,0.025273125513326,0.0051956980249808,0.0059875999760621,0.0111281068452131,0.0202480790414978
2,0.0026119819244164,0.0016163276712026,4313,same,3,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0141249234089392,0.0031840631032332,0.0215901941585775,0.0060574999386151,0.0062379005102293,0.0081908130247341,0.0144003794144524
3,0.0010236641455801,0.0006009940467163,4313,same,4,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0130822873801345,0.0042573274687318,0.0242775429142261,0.0040160493380686,0.0049300108078209,0.0095022138014728,0.0166908733404878
4,-0.0001256440432795,-0.0045473324588511,4313,same,5,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0136757814549108,0.0063554075699746,0.0238835886837563,0.007062169461307,0.0069726281557342,0.0092799560747112,0.0152374485542061
5,0.0023012141179977,-2.501354580131121e-06,4313,same,6,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.012739635499026,0.0024755381720086,0.022305808944194,0.0031062054293531,0.0062082730941325,0.0082363467848887,0.0154721557479131
6,0.0003926789399704,0.0003474351279177,4313,same,7,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0157125830478321,0.0027873323519249,0.023112659867612,0.0070259970653389,0.0053723810944058,0.0096233777407259,0.0166341128441219
7,0.0012542824461865,0.0010600656396592,4313,same,8,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0155803662410812,0.0041801712492309,0.0223138129044486,0.0068474049429675,0.0075941092741967,0.0099980740775534,0.0133641408767631
8,0.0002975978506554,-0.0203236358105223,4313,same,9,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0137914791350319,0.0018777498305452,0.0202761932278704,0.0052031194669208,0.0038052333770226,0.0090685790071185,0.0159481461289363
9,-0.000126483013684,-0.0001273051721319,4313,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0160257146079886,0.0050017581479067,0.0253115171171617,0.0056966212764599,0.0062787636800301,0.0094246368821239,0.0142668248437611
10,-0.000107460679259,-0.0118680265718988,4313,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Cognitive,Cognitive,0.0150348166593206,0.001364714985653,0.0251260614652184,0.0069857276914703,0.0056687579400027,0.0056444068109055,0.01185636893555
