fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.007434791577136002,-0.011058123121856056,1193,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.0006341057345080836,0.0005618787946140014,0.0001524187284394296,0.0003905418656827697,0.009813928313375509,-0.0005334325659730466,0.0026769386638028523
1,-0.0036515250380169118,-0.00580253631580363,1193,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,-0.0005743904113908016,-0.00041376823577978785,0.002201708265707536,0.0006816320835031586,0.0014671018765076926,0.0011054545668992776,-0.0029718529021182105
2,-0.005739959638484171,-0.007192840097976827,1193,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,-0.001345753311987652,-0.0007432985776106626,-0.002458321147221021,0.0007387050778891347,-0.001288466243470232,0.0010443334942456862,0.003234203813752812
3,0.004893432012747834,0.0006210539863319431,1193,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,4.258436529664955e-05,-0.0009235909824486299,0.001016105973545467,0.00036421239649178096,0.0087224001468305,-0.0013142621144268895,0.007043272800344979
4,-0.0028539482266545235,-0.02611499436039111,1193,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.002614844459089838,-0.0002296831155881751,-0.0002564698664881515,0.001238700561404782,0.005030014987197395,-0.00027777842462901604,-0.0009631056971027175
5,0.002617874532474973,-0.0036466566729933536,1193,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.0011857990139025442,0.0014235524483348304,-0.002338868956451279,0.00035392929274826737,0.007218042747841835,0.0006613605075825423,0.0030381043229058104
6,0.005214747988339763,0.0031254044677345716,1193,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.0004093485476396763,-0.0014119920729110057,0.0008346134835073293,0.00042756108236456923,0.00758648320504085,0.000661303117821066,-0.0008546119913850125
7,-0.006498695508562191,-0.018605180631568574,1193,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,-0.0027877888124253846,-0.0018508387449754694,0.00017074599632054265,0.0007097805254729472,0.003209336087207326,-0.00019618057811920941,0.003296094730743082
8,0.0005116555482572727,-0.06229361291648838,1193,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.0011591870913330693,0.0015494676453527533,0.0018351433390976003,-0.00023876759537770907,0.0005544584770516669,-0.0014048155611912528,-0.00012065693246663401
9,-0.0003304019294447791,-0.02678834855548229,1193,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Perception,0.0004885556331362118,-0.0006323312142675786,5.79441931322755e-05,-0.0005330337325279543,0.006065350335227526,0.0008792096965960728,0.0006578716237808369
