fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.4356876242870129,0.4356853028883553,17050,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
1,0.29532370494932514,0.29320050141681575,14487,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
2,0.554806263686451,0.550912111302176,1043,same,100,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
3,0.11905501504924909,0.10480203683059863,1019,same,101,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
4,-0.08122769756263781,-0.08191286052802305,1035,same,102,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
5,0.5779341931768093,0.5251623830748606,1043,same,103,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
6,0.7283639656669123,0.7283573531985108,1035,same,104,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
7,0.6731175458417697,0.6723166366601792,1043,same,105,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
8,0.3161277136588442,0.3143200194315632,1043,same,106,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
9,0.09542602468232364,0.07763047513789811,1043,same,107,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Memory,Perception,0.4094265914004982,0.3620109924182,0.3908892718434099,0.399786357553029,0.3798691992542946,0.5249468832813516,0.7665010734320834,-0.012860604800330779,-0.007365459337043063,-0.010217966640572807,0.0019226110754260069,-0.017014104158029477,-0.0010388779793342531,-0.02144390439268405
